filename,score,bbox_fill,aspect_ratio,transparency,vertical_center,reasons
White holly-like flower with many small red berry-like blooms. Spiky green leaves.webp,1.00,0.34,1.00,0.78,0.42,Square shape (aspect 1.00); High transparency (good)
Two bright yellow Forsythia blooms with four petals_ plus unopened buds_ on a twig.webp,1.00,0.36,0.97,0.72,0.47,Square shape (aspect 0.97); High transparency (good)
The single lilac flower has five rounded petals arranged like a pinwheel.webp,1.00,0.46,0.86,0.73,0.46,Square shape (aspect 0.86); High transparency (good)
Single red hibiscus bloom with ruffled petals and prominent stamen.webp,1.00,0.33,0.95,0.73,0.49,Square shape (aspect 0.95); High transparency (good)
This is a single water lily bloom_ creamy-white petals_ pointed tips_ and reddish-orange center.webp,1.00,0.48,0.89,0.74,0.44,Square shape (aspect 0.89); High transparency (good)
This sunflower has a single yellow bloom with many pointed petals radiating from its dark center.webp,1.00,0.46,0.99,0.65,0.49,Square shape (aspect 0.99); High transparency (good)
The sunny sunflower features golden-yellow petals in a radial arrangement around a dark center.webp,1.00,0.39,0.91,0.71,0.45,Square shape (aspect 0.91); High transparency (good)
Vibrant orange tulip with a single bloom_ petals widely unfurled and irregularly edged.webp,1.00,0.36,0.83,0.73,0.43,Square shape (aspect 0.83); High transparency (good)
Tiger lily with one bloom_ orange petals speckled with black_ recurved petal shape.webp,1.00,0.35,0.90,0.73,0.48,Square shape (aspect 0.90); High transparency (good)
Yellow flowers arranged densely on stems_ with ragged-edged petals in multiple blooming stalks.webp,1.00,0.42,0.81,0.70,0.52,Square shape (aspect 0.81); High transparency (good)
Twig-like stem bearing many small_ pale purple flowers with hooded-like petal arrangement among green leaves.webp,1.00,0.12,0.90,0.90,0.48,Square shape (aspect 0.90); High transparency (good)
This image shows a stem of nasturtium flowers with rounded_ overlapping_ bright orange petals. There are three blooms and two buds.webp,1.00,0.46,0.91,0.65,0.48,Square shape (aspect 0.91); High transparency (good)
This daffodil has two blooms in yellow and white colors with ruffled trumpet center.webp,1.00,0.42,0.90,0.71,0.44,Square shape (aspect 0.90); High transparency (good)
Two orange amaryllis blooms with veined petals_ plus two closed buds.webp,1.00,0.42,0.85,0.67,0.43,Square shape (aspect 0.85); High transparency (good)
Yellow daisy-like flower with one bloom_ lanceolate petals_ and a dark textured center.webp,1.00,0.43,0.88,0.66,0.45,Square shape (aspect 0.88); High transparency (good)
This flower is a single_ large_ orange bloom with a dense_ textured central disc.webp,1.00,0.41,0.99,0.65,0.46,Square shape (aspect 0.99); High transparency (good)
The red Poinsettia has multiple_ pointed petals surrounding a central_ green cluster. It has one bloom.webp,1.00,0.48,1.06,0.69,0.48,Square shape (aspect 1.06); High transparency (good)
The single chrysanthemum bloom is tan-peach and has sharply curved_ abundant petals.webp,1.00,0.36,0.86,0.78,0.43,Square shape (aspect 0.86); High transparency (good)
Three orange rhododendron-like blooms with prominent stamens and ruffled petal edges.webp,1.00,0.39,1.07,0.68,0.46,Square shape (aspect 1.07); High transparency (good)
This flower has clustered_ warm orange blooms_ upward- facing petals_ and abundant buds.webp,1.00,0.31,1.00,0.75,0.47,Square shape (aspect 1.00); High transparency (good)
Umbrella flower features plentiful orange and yellow trumpet-shaped blooms_ arranged in clustered spheres.webp,1.00,0.36,0.83,0.78,0.45,Square shape (aspect 0.83); High transparency (good)
Orange milkweed flowers in clusters_ long_ thin petals_ some still budding.webp,1.00,0.37,0.97,0.71,0.46,Square shape (aspect 0.97); High transparency (good)
White_ bell-shaped lily of the valley blooms dangle_ many on thin arching stems.webp,1.00,0.35,0.90,0.76,0.53,Square shape (aspect 0.90); High transparency (good)
Unique lily with speckled reddish-pink and white recurved petals_ single bloom_ prominent stamens.webp,1.00,0.40,0.95,0.66,0.45,Square shape (aspect 0.95); High transparency (good)
Lily of the valley with many small_ white_ bell-shaped blooms hanging delicately.webp,1.00,0.28,0.83,0.82,0.49,Square shape (aspect 0.83); High transparency (good)
Tubular_ light-purple flowers bloom in clusters along the stem_ trumpet-shaped with delicate_ fringed edges.webp,1.00,0.09,0.96,0.92,0.46,Square shape (aspect 0.96); High transparency (good)
Towering foxglove flowers_ pastel purple_ bell-shaped with speckled throats_ cascading blooms along a slender stalk.webp,1.00,0.36,1.05,0.69,0.49,Square shape (aspect 1.05); High transparency (good)
White and green bell-shaped snowdrop flower_ drooping_ single bloom with inner petals tucked inside.webp,1.00,0.41,1.10,0.71,0.55,Square shape (aspect 1.10); High transparency (good)
This lantana has clusters of small orange_ yellow_ and pink blooms with rounded petals.webp,1.00,0.40,0.93,0.71,0.45,Square shape (aspect 0.93); High transparency (good)
Three dark roses with tightly furled petals and several buds are arranged on a stem.webp,1.00,0.39,0.82,0.72,0.47,Square shape (aspect 0.82); High transparency (good)
Tiger Lily_ one bloom_ white petals with pink speckles and distinctive curved stamens.webp,1.00,0.41,0.99,0.69,0.53,Square shape (aspect 0.99); High transparency (good)
This blue delphinium-like flower has many clustered blooms and rounded petals along its stem.webp,1.00,0.40,0.81,0.72,0.54,Square shape (aspect 0.81); High transparency (good)
Violet wildflower_ many blooms on a stem_ petals arranged in tiered clusters.webp,1.00,0.22,0.91,0.82,0.56,Square shape (aspect 0.91); High transparency (good)
This flower is a blue-purple salvia with plentiful blooms_ layered_ hooded petals cluster along its stem.webp,1.00,0.38,0.92,0.68,0.51,Square shape (aspect 0.92); High transparency (good)
Violet-blue aconite flowers climb a stem_ featuring hooded petals and prominent internal structures.webp,1.00,0.34,0.93,0.72,0.46,Square shape (aspect 0.93); High transparency (good)
Violet flowers in a spire_ with hood-like upper petals and textured veins.webp,1.00,0.31,0.97,0.73,0.53,Square shape (aspect 0.97); High transparency (good)
There is one large_ open blue-toned morning glory with two pointed buds.webp,1.00,0.45,0.99,0.67,0.45,Square shape (aspect 0.99); High transparency (good)
Two open_ four-petaled violet blossoms with veined petals and delicate_ protruding stamens.webp,1.00,0.47,0.91,0.72,0.45,Square shape (aspect 0.91); High transparency (good)
Two trumpet-shaped petunias one large_ purple with veined petals_ and one closed bud.webp,1.00,0.45,0.89,0.66,0.43,Square shape (aspect 0.89); High transparency (good)
Violet-blue bellflower features multiple blooms_ with delicate_ pointed petals and prominent stamens.webp,1.00,0.35,0.94,0.74,0.53,Square shape (aspect 0.94); High transparency (good)
The single bloom is light blue_ it has slender_ pointed petals arranged radially.webp,1.00,0.46,0.90,0.66,0.43,Square shape (aspect 0.90); High transparency (good)
Three purple monkshood blooms with pronounced veining and asymmetrical petal shapes.webp,1.00,0.36,0.93,0.70,0.43,Square shape (aspect 0.93); High transparency (good)
This lupine-like flower has many stacked blooms in blue and purple hues_ with rounded petals.webp,1.00,0.37,0.86,0.71,0.57,Square shape (aspect 0.86); High transparency (good)
Blue bellflower with five petals_ two open blooms_ and several closed buds.webp,1.00,0.30,0.87,0.80,0.45,Square shape (aspect 0.87); High transparency (good)
Three blue Nigella flowers with notched petals and unique stamens.webp,1.00,0.40,0.96,0.74,0.45,Square shape (aspect 0.96); High transparency (good)
This is a blue lupine with many blooms arranged densely_ vertically. Shaped petals.webp,1.00,0.30,0.87,0.76,0.59,Square shape (aspect 0.87); High transparency (good)
Two blue hyacinth blooms are shown_ with many small_ round petals tightly clustered.webp,1.00,0.45,0.84,0.69,0.62,Square shape (aspect 0.84); High transparency (good)
Violet flowers bloom in clusters on spike-like racemes_ displaying unusual petal shapes and varied sizes.webp,1.00,0.29,0.87,0.78,0.53,Square shape (aspect 0.87); High transparency (good)
The solitary flower has five_ broad_ blue-purple petals with distinct veining.webp,1.00,0.43,1.00,0.68,0.46,Square shape (aspect 1.00); High transparency (good)
Tiger lily_ large_ orange blooms_ freckled petals_ six petals_ one bud.webp,1.00,0.42,0.99,0.75,0.47,Square shape (aspect 0.99); High transparency (good)
This dahlia displays numerous red and pink petals arranged densely in a rounded bloom.webp,1.00,0.47,0.82,0.65,0.43,Square shape (aspect 0.82); High transparency (good)
Tiger Lily type_ one blooms_ warm orange color_ petals are curved_ ruffled_ and prominently veined.webp,1.00,0.40,0.96,0.70,0.45,Square shape (aspect 0.96); High transparency (good)
Two red tulip blooms_ one open showing petal arrangement_ the other a bud.webp,1.00,0.40,0.85,0.70,0.47,Square shape (aspect 0.85); High transparency (good)
The red rose features ruffled petals that spiral tightly inward_ one bloom.webp,1.00,0.44,0.84,0.67,0.46,Square shape (aspect 0.84); High transparency (good)
This is a red hibiscus with ruffled petals_ and one bud visible.webp,1.00,0.49,0.87,0.66,0.48,Square shape (aspect 0.87); High transparency (good)
The single bloom is a pink_ hibiscus-like flower with delicate_ overlapping petals.webp,1.00,0.45,0.94,0.65,0.42,Square shape (aspect 0.94); High transparency (good)
This lavender hibiscus-like flower has five veined petals and a bright yellow center. One bloom.webp,1.00,0.35,0.86,0.81,0.43,Square shape (aspect 0.86); High transparency (good)
Vibrant red hibiscus shows one bloom_ with ruffled edges and a prominent stamen.webp,1.00,0.45,0.94,0.66,0.52,Square shape (aspect 0.94); High transparency (good)
The single tiger lily bloom is peach and pink_ with speckled_ curved petals.webp,1.00,0.46,0.89,0.65,0.44,Square shape (aspect 0.89); High transparency (good)
Torch lily with red-orange blooms densely packed_ downward facing_ tubular petals.webp,1.00,0.55,0.75,0.63,0.47,Dense bloom (55% bbox fill)
Three vibrant orange canna lily blooms feature elegantly curved petals_ displayed with one unopened bud.webp,1.00,0.47,0.80,0.66,0.52,Square shape (aspect 0.80); High transparency (good)
Tropical bloom_ pink-red_ with five petals and prominent stamens. Multiple blooms on stem.webp,1.00,0.41,0.87,0.68,0.52,Square shape (aspect 0.87); High transparency (good)
Pink bell-shaped flowers_ about four visible blooms with delicate_ slightly transparent petals_ and buds.webp,1.00,0.44,0.82,0.68,0.50,Square shape (aspect 0.82); High transparency (good)
This Amaryllis features numerous peach-colored_ trumpet-shaped blooms arranged in a cluster on a long stem.webp,1.00,0.39,0.84,0.70,0.45,Square shape (aspect 0.84); High transparency (good)
This plant has lavender_ bell-shaped flowers with speckled throats_ arranged along a tall stalk.webp,1.00,0.32,0.91,0.75,0.49,Square shape (aspect 0.91); High transparency (good)
The single_ orange-red bell-shaped flower has paper-thin layered petals with prominent veins.webp,1.00,0.41,0.94,0.68,0.51,Square shape (aspect 0.94); High transparency (good)
Branch of clustered_ vibrant orange bougainvillea flowers_ thin bracts and red filaments present.webp,1.00,0.44,1.02,0.66,0.48,Square shape (aspect 1.02); High transparency (good)
Solitary_ light pink petunia-like bloom features five softly rounded petals arranged symmetrically with visible veins.webp,1.00,0.49,0.91,0.66,0.45,Square shape (aspect 0.91); High transparency (good)
Three large_ red Amaryllis blooms with elongated petals and prominent_ striking stamens.webp,1.00,0.43,0.91,0.67,0.50,Square shape (aspect 0.91); High transparency (good)
The single bloom is orange-red with an open form and wavy petals around a center disc.webp,1.00,0.48,0.87,0.66,0.43,Square shape (aspect 0.87); High transparency (good)
The single cosmo bloom is orange with slightly ruffled_ overlapping petals.webp,1.00,0.45,0.92,0.66,0.44,Square shape (aspect 0.92); High transparency (good)
Trumpet flowers with veined_ translucent petals in shades of pink and peach. Several blooms and buds exist.webp,1.00,0.37,0.99,0.68,0.52,Square shape (aspect 0.99); High transparency (good)
Towering snapdragon blooms in peach and pink_ arranged vertically_ with closed-mouth petal shapes.webp,1.00,0.42,0.84,0.67,0.53,Square shape (aspect 0.84); High transparency (good)
Three clusters of orange blossom-like flowers_ small_ many-petaled blooms arranged in dense_ rounded pyramidal shapes.webp,1.00,0.35,0.94,0.70,0.48,Square shape (aspect 0.94); High transparency (good)
Three peach-colored amaryllis blooms_ plus two buds_ face downwards with flared_ slightly curled petals.webp,1.00,0.37,0.96,0.67,0.52,Square shape (aspect 0.96); High transparency (good)
Tropical heliconia flowers_ vibrant red_ orange_ and yellow_ with sharp_ pointed petals_ several blooms.webp,1.00,0.32,0.94,0.70,0.53,Square shape (aspect 0.94); High transparency (good)
Two Physallis blooms_ one vibrant orange and one green_ with detailed_ veined_ overlapping petals.webp,1.00,0.38,0.88,0.68,0.57,Square shape (aspect 0.88); High transparency (good)
This is a single Protea flower with pink and red tipped bracts arranged in layers.webp,1.00,0.41,0.89,0.69,0.46,Square shape (aspect 0.89); High transparency (good)
This is a single_ pink coneflower with lance-shaped petals and a textured_ protruding brown center.webp,1.00,0.43,0.89,0.67,0.42,Square shape (aspect 0.89); High transparency (good)
The single columbine bloom features elongated_ spurred petals in shades of white_ pink_ and blue.webp,1.00,0.42,0.89,0.66,0.43,Square shape (aspect 0.89); High transparency (good)
Twig with several red-peach flowers_ simple petals_ and prominent stamenspistils.webp,1.00,0.43,0.80,0.67,0.53,Square shape (aspect 0.80); High transparency (good)
Tropical bird-of-paradise-like blooms with sharp_ pointed petals colored in pink_ orange_ red_ and blue hues.webp,1.00,0.30,0.85,0.77,0.52,Square shape (aspect 0.85); High transparency (good)
Yellow tulip with softly curved petals_ single bloom_ somewhat open.webp,0.50,0.56,0.60,0.69,0.48,Dense bloom (56% bbox fill); High transparency (good)
This lilac features numerous purple blooms with four rounded petals_ clustered tightly.webp,0.50,0.54,0.78,0.65,0.48,Dense bloom (54% bbox fill); High transparency (good)
Torch lily with orange-red blooms arranged in a dense_ cone-like spike formation.webp,0.50,0.54,0.54,0.72,0.53,Dense bloom (54% bbox fill); High transparency (good)
Upright blue Delphinium-type flowers_ some buds_ with ruffled petals and visible central stamens_ blooming on a stalk.webp,0.50,0.54,0.57,0.70,0.51,Dense bloom (54% bbox fill); High transparency (good)
Towering_ blue delphinium-like blooms cascade downwards_ petals uniquely ruffled and veined.webp,0.50,0.59,0.60,0.66,0.55,Dense bloom (59% bbox fill); High transparency (good)
This pink-purple hibiscus-like flower has five rounded_ veined petals_ also a partially opened bud.webp,0.00,0.32,0.70,0.82,0.42,Top-heavy (center at 42%); High transparency (good)
A single yellow sunflower with pointed petals and a dark brown center.webp,0.00,0.38,0.77,0.74,0.44,High transparency (good)
The single_ yellow tulip has graceful_ overlapping petals forming a cup shape.webp,0.00,0.37,0.67,0.78,0.47,High transparency (good)
This yellow poppy has delicate_ translucent petals_ one open bloom and a flower bud.webp,0.00,0.39,0.54,0.82,0.35,Top-heavy (center at 35%); High transparency (good)
Single pink cosmos flower with ruffled petals and a yellow center.webp,0.00,0.31,0.63,0.83,0.36,Top-heavy (center at 36%); High transparency (good)
This is a single-bloom yellow rose with overlapping petals in a spiral arrangement.webp,0.00,0.24,0.74,0.84,0.48,High transparency (good)
This tan field grass features multiple tiny blooms in a plume arrangement.webp,0.00,0.07,0.38,0.97,0.44,Tall/narrow shape (good); High transparency (good)
Towering sage-type flower_ with many tubular blooms up the stem_ in shades of purple.webp,0.00,0.39,0.57,0.79,0.53,High transparency (good)
This purple phlox has several blooms_ with notched petals grouped along a stem.webp,0.00,0.37,0.62,0.85,0.37,Top-heavy (center at 37%); High transparency (good)
Yellow forsythia-like flowers with six petals and several unopened buds on brown stems.webp,0.00,0.34,0.72,0.77,0.57,High transparency (good)
The purple bell-shaped flower has five broad petals and several unopened buds.webp,0.00,0.30,0.68,0.83,0.33,Top-heavy (center at 33%); High transparency (good)
Two wispy_ green-brown grassy seed heads. Each head has many tiny clustered tan florets.webp,0.00,0.12,0.42,0.95,0.52,Tall/narrow shape (good); High transparency (good)
Towering flower spike displays numerous_ droopy_ purple blooms with speckled throats_ arranged progressively up the stem.webp,0.00,0.48,0.56,0.77,0.55,High transparency (good)
Upright_ blooming branch. Several_ loosely-arranged purple flowers_ some petals are slightly hooded or spurred.webp,0.00,0.24,0.65,0.88,0.40,Top-heavy (center at 40%); High transparency (good)
The solitary violet flower boasts five distinctively veined petals_ curving gently inward.webp,0.00,0.43,0.70,0.77,0.36,Top-heavy (center at 36%); High transparency (good)
Varied purple flowers_ some daisy-like_ some in clustered spikes_ some with distinctive winged petals.webp,0.00,0.27,1.90,0.77,0.49,High transparency (good)
Two-bloom daffodil with cupped bright yellow center and fluted_ pale petals.webp,0.00,0.29,0.68,0.84,0.36,Top-heavy (center at 36%); High transparency (good)
Various loosely arranged purple flowers_ some daisy-like_ others with petals along stalks.webp,0.00,0.25,1.94,0.79,0.46,High transparency (good)
This pink_ five-petaled flower has a prominent stamen with a single bud present.webp,0.00,0.29,0.42,0.91,0.37,Top-heavy (center at 37%); Tall/narrow shape (good); High transparency (good)
Yellow flower with numerous blooms arranged in a spike_ spindly petals.webp,0.00,0.25,0.67,0.85,0.54,High transparency (good)
Three bluepurple phlox blooms_ one bud_ with five distinct somewhat ruffled petals_ each veined.webp,0.00,0.44,0.80,0.74,0.43,High transparency (good)
Two visible purple phlox flowers with rounded petals and dark centers.webp,0.00,0.24,0.63,0.88,0.33,Top-heavy (center at 33%); High transparency (good)
The single_ pale lavender flower has delicate petals that are slightly ruffled and spread open.webp,0.00,0.26,0.41,0.91,0.32,Top-heavy (center at 32%); Tall/narrow shape (good); High transparency (good)
This pinkish-purple clover flower has one rounded bloom with many small petal-like florets.webp,0.00,0.30,0.73,0.83,0.41,Top-heavy (center at 41%); High transparency (good)
There is one lavender flower with large_ delicate_ softly veined petals arranged symmetrically.webp,0.00,0.33,0.64,0.81,0.34,Top-heavy (center at 34%); High transparency (good)
Various purple wildflowers_ some spiked_ others with four or five petals in clustered and singular blooms.webp,0.00,0.30,2.06,0.76,0.43,High transparency (good)
Two pink-purple sweet pea blooms face each other_ having delicate_ ruffled petal edges.webp,0.00,0.31,0.75,0.80,0.33,Top-heavy (center at 33%); High transparency (good)
This is a single_ five-petaled flower with a color gradient from pink to violet.webp,0.00,0.27,0.65,0.85,0.33,Top-heavy (center at 33%); High transparency (good)
Various light purple flowers with many blooms_ some arranged in vertical_ spike-like clusters.webp,0.00,0.29,1.97,0.77,0.53,High transparency (good)
Various purple flowers bloom. Some are clustered_ others simple_ and some are yellow.webp,0.00,0.26,1.84,0.77,0.45,High transparency (good)
There is one open flax flower and a bud_ colored soft pink and blue.webp,0.00,0.24,0.64,0.86,0.37,Top-heavy (center at 37%); High transparency (good)
Two sprigs of lilac blooms_ many four-petaled purple flowers arranged in clusters.webp,0.00,0.39,0.68,0.80,0.47,High transparency (good)
White daffodil shows a single bloom with a distinctive yellow trumpet.webp,0.00,0.41,0.68,0.78,0.37,Top-heavy (center at 37%); High transparency (good)
Three pink phlox blooms and two buds_ petals have rounded edges.webp,0.00,0.33,0.78,0.78,0.37,Top-heavy (center at 37%); High transparency (good)
Varied purple wildflowers_ including upright clusters and single blooms with rounded petals.webp,0.00,0.28,2.00,0.79,0.56,High transparency (good)
Violet-lavender phlox type blooms_ five soft petals_ with some buds.webp,0.00,0.31,0.78,0.82,0.37,Top-heavy (center at 37%); High transparency (good)
Three lavender Phlox flowers bloom_ each with rounded petals arranged around a dark center.webp,0.00,0.34,0.70,0.81,0.32,Top-heavy (center at 32%); High transparency (good)
There is one peach lily_ petals are slightly curved back_ and two unopened buds.webp,0.00,0.19,0.59,0.91,0.39,Top-heavy (center at 39%); High transparency (good)
This is a primrose cluster with five light-yellow blooms_ thin stems_ and wavy leaves.webp,0.00,0.37,0.69,0.80,0.39,Top-heavy (center at 39%); High transparency (good)
The single rose bloom is a pale tan_ its petals tightly swirled.webp,0.00,0.45,0.69,0.77,0.46,High transparency (good)
The single yellow tulip blossom has layers of softly rounded_ closed petals.webp,0.00,0.35,0.78,0.74,0.47,High transparency (good)
The poppy-like flower is golden-yellow_ has one open bloom_ and delicate_ papery petals.webp,0.00,0.34,0.80,0.80,0.42,High transparency (good)
Two off-white lily-like blooms with curved petals and prominent_ orange stamens.webp,0.00,0.33,0.73,0.88,0.46,High transparency (good)
One orange Ranunculus with layered petals_ along with a small bud and green foliage.webp,0.00,0.33,0.67,0.80,0.39,Top-heavy (center at 39%); High transparency (good)
Single_ peach-colored peony with layered_ ruffled petals_ blooms are large and dense.webp,0.00,0.39,0.72,0.79,0.41,Top-heavy (center at 41%); High transparency (good)
The white Cosmos flower has one open bloom with delicate_ papery petals.webp,0.00,0.19,0.63,0.90,0.36,Top-heavy (center at 36%); High transparency (good)
Yellow tulip with slightly pointed petals_ single bloom on a green stem.webp,0.00,0.34,0.53,0.84,0.56,High transparency (good)
Yellow poppy_ single bloom_ papery petals with ruffled edges surrounding a central seed pod.webp,0.00,0.31,0.78,0.81,0.33,Top-heavy (center at 33%); High transparency (good)
Three white daffodil blooms two with star-shaped petals_ one drooping bell-shaped.webp,0.00,0.34,0.73,0.78,0.48,High transparency (good)
Wheat stalk with multiple golden_ jagged blooms arranged densely along the stem.webp,0.00,0.12,0.62,0.93,0.45,High transparency (good)
Three tan plumes of grass with feathery tops and grasslike leaves.webp,0.00,0.10,0.77,0.93,0.48,High transparency (good)
This is a Foxglove flower with multiple orange_ bell-shaped blooms_ distinguished by speckled throats.webp,0.00,0.33,0.47,0.85,0.56,Tall/narrow shape (good); High transparency (good)
The tall_ golden grass flower has many feathery plumes arranged on an upright stem.webp,0.00,0.09,0.63,0.94,0.50,High transparency (good)
Wheat-like grass with a few tan spiky blooms arranged alternately.webp,0.00,0.11,0.67,0.93,0.44,High transparency (good)
This is a grass-like inflorescence with many feathery brown blooms arranged in cascading branches.webp,0.00,0.09,0.50,0.96,0.46,Tall/narrow shape (good); High transparency (good)
Wheat-grass type flower_ tanbrown color_ many small_ pointed blooms arranged along stems with slender leaves.webp,0.00,0.12,0.45,0.96,0.44,Tall/narrow shape (good); High transparency (good)
This bright gold flower has many layered petals_ with two small buds on stems.webp,0.00,0.37,0.74,0.82,0.44,High transparency (good)
Upright stem with lavender_ trumpet-shaped blooms. Multiple clustered flowers with rounded petals_ arranged linearly.webp,0.00,0.14,0.55,0.95,0.44,High transparency (good)
There is one large orange calendula flower with layered_ thin petals and one bud.webp,0.00,0.30,0.69,0.82,0.38,Top-heavy (center at 38%); High transparency (good)
The single chrysanthemum bloom features thin_ ivory-pink petals densely packed around a golden center.webp,0.00,0.29,0.72,0.83,0.41,Top-heavy (center at 41%); High transparency (good)
The plant features a large_ apricot-colored flower with ruffled petals and two additional buds.webp,0.00,0.38,0.65,0.84,0.43,High transparency (good)
The single bloom is orange_ with layered_ semi-transparent petals with pointed tips.webp,0.00,0.34,0.67,0.79,0.41,Top-heavy (center at 41%); High transparency (good)
The single_ white_ geranium-like flower exhibits subtle lavender hues and five distinct_ broad petals.webp,0.00,0.37,0.63,0.79,0.37,Top-heavy (center at 37%); High transparency (good)
Trumpet-shaped flower_ shades of tan with purple in the center_ one open bloom.webp,0.00,0.33,0.79,0.84,0.46,High transparency (good)
Two yellow daisy-like blooms_ one open_ one a bud. Petals slightly ruffled.webp,0.00,0.23,0.58,0.88,0.36,Top-heavy (center at 36%); High transparency (good)
The single_ bright orange marigold flower features many ruffled petals_ densely arranged.webp,0.00,0.36,0.71,0.79,0.37,Top-heavy (center at 37%); High transparency (good)
The solitary flower_ orange and yellow_ has many long_ pointed petals in a layered arrangement.webp,0.00,0.31,0.60,0.83,0.39,Top-heavy (center at 39%); High transparency (good)
This is a single yellow-orange calendula flower_ densely packed petals with slightly jagged edges.webp,0.00,0.44,0.79,0.68,0.36,Top-heavy (center at 36%); High transparency (good)
White_ pink-tinged flower with many pistils_ one bloom with several pointed_ overlapping petals.webp,0.00,0.17,0.47,0.92,0.30,Top-heavy (center at 30%); Tall/narrow shape (good); High transparency (good)
Towering orange flowers_ with tightly overlapping_ almost scale-like petals_ many blooms_ green growth on top.webp,0.00,0.43,0.55,0.78,0.50,High transparency (good)
Yellow-orange calendula with two blooms_ layered petals and a prominent_ dark center.webp,0.00,0.34,0.67,0.82,0.38,Top-heavy (center at 38%); High transparency (good)
This plant is tan colored with feathery plumes in a scattered_ asymmetrical arrangement.webp,0.00,0.09,0.72,0.94,0.42,High transparency (good)
Two purple-and-yellow pansy blooms present curled petals and a darker vein pattern.webp,0.00,0.32,0.72,0.81,0.39,Top-heavy (center at 39%); High transparency (good)
This single daisy shows white_ slender petals around a golden center disc.webp,0.00,0.36,0.75,0.79,0.41,Top-heavy (center at 41%); High transparency (good)
Towering yellow flower spikes_ densely packed with tiny blooms and delicate petal patterns.webp,0.00,0.22,0.68,0.88,0.50,High transparency (good)
This is a single_ orange-red marigold flower with ruffled petals and numerous blooms.webp,0.00,0.45,0.69,0.73,0.39,Top-heavy (center at 39%); High transparency (good)
This is a single_ orange marigold flower whose petals are ruffled and layered.webp,0.00,0.39,0.75,0.74,0.40,Top-heavy (center at 40%); High transparency (good)
This is a single white daisy with a golden center and many slim petals.webp,0.00,0.26,0.50,0.91,0.33,Top-heavy (center at 33%); Tall/narrow shape (good); High transparency (good)
Three daffodils_ light orange_ large trumpet-shaped center_ gently curved petals_ two blossoms droop.webp,0.00,0.33,0.74,0.83,0.43,High transparency (good)
This single orange calendula flower flaunts tightly layered petals with jagged tips_ a distinctive bloom.webp,0.00,0.25,0.53,0.88,0.38,Top-heavy (center at 38%); High transparency (good)
Towering foxglove_ peach colored_ many bell blooms with speckled throats arranged around a central stalk.webp,0.00,0.46,0.76,0.67,0.55,High transparency (good)
Two daffodils_ creamy petals_ orange trumpet-shaped centers_ with one bloom facing downward.webp,0.00,0.36,0.74,0.80,0.42,Top-heavy (center at 42%); High transparency (good)
White carnation with one bloom and one bud_ frilly_ ruffled petals.webp,0.00,0.34,0.76,0.78,0.38,Top-heavy (center at 38%); High transparency (good)
White_ bell-shaped lily of the valley flowers_ multiple blooms hanging delicately from a curved stem.webp,0.00,0.33,0.74,0.86,0.51,High transparency (good)
White orchids with soft petals bloom in clusters_ some buds await their unveiling.webp,0.00,0.37,0.79,0.71,0.51,High transparency (good)
Tiny_ pale pink flowers interspersed between small rounded leaves grow up thin branches.webp,0.00,0.13,0.68,0.93,0.44,High transparency (good)
Tiny blue forget-me-not type blooms_ numerous on stems_ five petals_ center star.webp,0.00,0.21,0.76,0.88,0.40,Top-heavy (center at 40%); High transparency (good)
This plant has many small_ feathery_ green fronds attached to branching stems.webp,0.00,0.21,0.66,0.86,0.57,High transparency (good)
Three nodding snowdrop flowers_ white_ bell-shaped petals with green markings are featured.webp,0.00,0.27,0.73,0.84,0.42,Top-heavy (center at 42%); High transparency (good)
Tiny_ pale-purple_ single flowers on slender stems with small leaves bloom sparsely.webp,0.00,0.09,0.57,0.96,0.47,High transparency (good)
Upright flowering plants_ many small yellow blooms_ star-shaped petals grow up along the stems.webp,0.00,0.25,0.80,0.83,0.72,High transparency (good)
Wheat-like_ beige grassy blooms hang loosely. Vertical arrangement with long_ pointed leaves. Few blooms.webp,0.00,0.09,0.44,0.96,0.50,Tall/narrow shape (good); High transparency (good)
Two green plume-like flowers with wispy petals arranged in feather-like structures.webp,0.00,0.15,0.77,0.89,0.50,High transparency (good)
This Phlox has many white blooms and five rounded petals arranged in clusters.webp,0.00,0.30,0.42,0.89,0.34,Top-heavy (center at 34%); Tall/narrow shape (good); High transparency (good)
The single bloom has wide_ translucent white-blue petals arranged in a loose_ open cup shape.webp,0.00,0.28,0.51,0.87,0.31,Top-heavy (center at 31%); High transparency (good)
Wheat-like flower_ multiple tangold blooms arranged in a cascading plume_ delicate form.webp,0.00,0.10,0.76,0.93,0.47,High transparency (good)
The single daisy bloom showcases creamy white petals radiating from a golden yellow center.webp,0.00,0.38,0.54,0.83,0.35,Top-heavy (center at 35%); High transparency (good)
This purple and blue lupine has many upward-facing blooms in a spike-like arrangement.webp,0.00,0.31,0.72,0.80,0.63,High transparency (good)
The single_ green flower has tightly packed_ broad_ rounded petals in a spiral arrangement.webp,0.00,0.41,0.71,0.73,0.39,Top-heavy (center at 39%); High transparency (good)
White wildflower with ruffled petals_ and unopened floral buds_ petals appear delicate and slightly irregular.webp,0.00,0.14,0.57,0.93,0.40,Top-heavy (center at 40%); High transparency (good)
Solitary lily-like bloom with six whitepurple petals_ pointed tips_ and orange stamens.webp,0.00,0.24,0.77,0.83,0.33,Top-heavy (center at 33%); High transparency (good)
